# Animation run summary
animation_type,AStar_animation
total_frames,1176
total_time_s,11.7600
success,True
num_collisions,561
num_replans,1220
path_length,282.4976
trajectory_image,animation_run_20260218_115730_AStar_animation_trajectory.png

"# Collisions (time_s, frame, type, detail)"
time_s,frame,type,detail
1.6100,161,Segment blocked
1.6200,162,Segment blocked
1.6300,163,Segment blocked
1.6400,164,Segment blocked
1.6500,165,Segment blocked
1.6600,166,Segment blocked
1.6700,167,Segment blocked
1.6800,168,Segment blocked
1.6900,169,Segment blocked
1.7000,170,Segment blocked
1.7100,171,Segment blocked
1.7200,172,Segment blocked
1.7300,173,Segment blocked
1.7400,174,No path (segment blocked or collision)
1.9800,198,Segment blocked
1.9900,199,Segment blocked
2.0000,200,Segment blocked
2.0100,201,Segment blocked
2.0200,202,Segment blocked
2.0300,203,Segment blocked
2.0400,204,Segment blocked
2.0500,205,Segment blocked
2.0600,206,Segment blocked
2.0700,207,Segment blocked
2.0800,208,Segment blocked
2.0900,209,Segment blocked
2.0900,209,Collision; clear path
2.1000,210,Segment blocked
2.1000,210,Collision; clear path
2.1100,211,Segment blocked
2.1200,212,Segment blocked
2.1300,213,Segment blocked
2.1400,214,Segment blocked
2.1500,215,Segment blocked
2.1600,216,Segment blocked
2.1600,216,Collision; clear path
2.1700,217,Segment blocked
2.1700,217,Collision; clear path
2.1800,218,Segment blocked
2.1800,218,Collision; clear path
2.1900,219,Segment blocked
2.1900,219,Collision; clear path
2.2000,220,Segment blocked
2.2000,220,Collision; clear path
2.2100,221,Segment blocked
2.2100,221,Collision; clear path
2.2200,222,Segment blocked
2.2200,222,Collision; clear path
2.2300,223,Segment blocked
2.2300,223,Collision; clear path
2.2400,224,Segment blocked
2.2400,224,Collision; clear path
2.2500,225,Segment blocked
2.2500,225,Collision; clear path
2.2600,226,Segment blocked
2.2600,226,Collision; clear path
2.2700,227,Segment blocked
2.2700,227,Collision; clear path
2.2800,228,Segment blocked
2.2800,228,Collision; clear path
2.2900,229,Segment blocked
2.2900,229,Collision; clear path
2.3000,230,Segment blocked
2.3000,230,Collision; clear path
2.3100,231,Segment blocked
2.3100,231,Collision; clear path
2.3200,232,Segment blocked
2.3200,232,Collision; clear path
2.3300,233,Segment blocked
2.3300,233,Collision; clear path
2.3400,234,Segment blocked
2.3400,234,Collision; clear path
2.3500,235,Segment blocked
2.3500,235,Collision; clear path
2.3600,236,Segment blocked
2.3600,236,Collision; clear path
2.3700,237,Segment blocked
2.3700,237,Collision; clear path
2.3800,238,Segment blocked
2.3800,238,Collision; clear path
2.3900,239,Segment blocked
2.3900,239,Collision; clear path
2.4000,240,Segment blocked
2.4000,240,Collision; clear path
2.4100,241,Segment blocked
2.4100,241,Collision; clear path
2.4200,242,Segment blocked
2.4200,242,Collision; clear path
2.4300,243,Segment blocked
2.4300,243,Collision; clear path
2.4400,244,Segment blocked
2.4400,244,Collision; clear path
2.4500,245,Segment blocked
2.4500,245,Collision; clear path
2.4600,246,Segment blocked
2.4600,246,Collision; clear path
2.4700,247,Segment blocked
2.4700,247,Collision; clear path
2.4800,248,Segment blocked
2.4800,248,Collision; clear path
2.4900,249,Segment blocked
2.4900,249,Collision; clear path
2.5000,250,Segment blocked
2.5000,250,Collision; clear path
2.5100,251,Segment blocked
2.5100,251,Collision; clear path
2.5200,252,Segment blocked
2.5200,252,Collision; clear path
2.5300,253,Segment blocked
2.5300,253,Collision; clear path
2.5400,254,Segment blocked
2.5400,254,Collision; clear path
2.5500,255,Segment blocked
2.5500,255,Collision; clear path
2.5600,256,Segment blocked
2.5600,256,Collision; clear path
2.5700,257,Segment blocked
2.5700,257,Collision; clear path
2.5800,258,Segment blocked
2.5800,258,Collision; clear path
2.5900,259,Segment blocked
2.5900,259,Collision; clear path
2.6000,260,Segment blocked
2.6000,260,Collision; clear path
2.6100,261,Segment blocked
2.6100,261,Collision; clear path
2.6200,262,Segment blocked
2.6200,262,Collision; clear path
2.6300,263,Segment blocked
2.6300,263,Collision; clear path
2.6400,264,Segment blocked
2.6400,264,Collision; clear path
2.6500,265,Segment blocked
2.6500,265,Collision; clear path
2.6600,266,Segment blocked
2.6600,266,Collision; clear path
2.6700,267,Segment blocked
2.6700,267,Collision; clear path
2.6800,268,Segment blocked
2.6800,268,Collision; clear path
2.6900,269,Segment blocked
2.6900,269,Collision; clear path
2.7000,270,Segment blocked
2.7000,270,Collision; clear path
2.7100,271,Segment blocked
2.7100,271,Collision; clear path
2.7200,272,Segment blocked
2.7200,272,Collision; clear path
2.7300,273,Segment blocked
2.7300,273,Collision; clear path
2.7400,274,Segment blocked
2.7400,274,Collision; clear path
2.7500,275,Segment blocked
2.7500,275,Collision; clear path
2.7600,276,Segment blocked
2.7600,276,Collision; clear path
2.7700,277,Segment blocked
2.7700,277,Collision; clear path
2.7800,278,Segment blocked
2.7800,278,Collision; clear path
2.7900,279,Segment blocked
2.7900,279,Collision; clear path
2.8000,280,Segment blocked
2.8000,280,Collision; clear path
2.8100,281,Segment blocked
2.8100,281,Collision; clear path
2.8200,282,Segment blocked
2.8200,282,Collision; clear path
2.8300,283,Segment blocked
2.8300,283,Collision; clear path
2.8400,284,Segment blocked
2.8400,284,Collision; clear path
2.8500,285,Segment blocked
2.8500,285,Collision; clear path
2.8600,286,Segment blocked
2.8600,286,Collision; clear path
2.8700,287,Segment blocked
2.8700,287,Collision; clear path
2.8800,288,Segment blocked
2.8800,288,Collision; clear path
2.8900,289,Segment blocked
2.8900,289,Collision; clear path
2.9000,290,Segment blocked
2.9000,290,Collision; clear path
2.9100,291,Segment blocked
2.9100,291,Collision; clear path
2.9200,292,Segment blocked
2.9200,292,Collision; clear path
2.9300,293,Segment blocked
2.9300,293,Collision; clear path
2.9400,294,Segment blocked
2.9400,294,Collision; clear path
2.9500,295,Segment blocked
2.9500,295,Collision; clear path
2.9600,296,Segment blocked
2.9600,296,Collision; clear path
2.9700,297,Segment blocked
2.9700,297,Collision; clear path
2.9800,298,Segment blocked
2.9800,298,Collision; clear path
2.9900,299,Segment blocked
2.9900,299,Collision; clear path
3.0000,300,Segment blocked
3.0000,300,Collision; clear path
3.0100,301,Segment blocked
3.0100,301,Collision; clear path
3.0200,302,Segment blocked
3.0200,302,Collision; clear path
3.0300,303,Segment blocked
3.0300,303,Collision; clear path
3.0400,304,Segment blocked
3.0400,304,Collision; clear path
3.0500,305,Segment blocked
3.0500,305,Collision; clear path
3.0600,306,Segment blocked
3.0600,306,Collision; clear path
3.0700,307,Segment blocked
3.0700,307,Collision; clear path
3.0800,308,Segment blocked
3.0800,308,Collision; clear path
3.0900,309,Segment blocked
3.0900,309,Collision; clear path
3.1000,310,Segment blocked
3.1000,310,Collision; clear path
3.1100,311,Segment blocked
3.1100,311,Collision; clear path
3.1200,312,Segment blocked
3.1200,312,Collision; clear path
3.1300,313,Segment blocked
3.1300,313,Collision; clear path
3.1400,314,Segment blocked
3.1400,314,Collision; clear path
3.1500,315,Segment blocked
3.1500,315,Collision; clear path
3.1600,316,Segment blocked
3.1600,316,Collision; clear path
3.1700,317,Segment blocked
3.1700,317,Collision; clear path
3.1800,318,Segment blocked
3.1800,318,Collision; clear path
3.1900,319,Segment blocked
3.1900,319,Collision; clear path
3.2000,320,Segment blocked
3.2000,320,Collision; clear path
3.2100,321,Segment blocked
3.2100,321,Collision; clear path
3.2200,322,Segment blocked
3.2200,322,Collision; clear path
3.2300,323,Segment blocked
3.2300,323,Collision; clear path
3.2400,324,Segment blocked
3.2400,324,Collision; clear path
3.2500,325,Segment blocked
3.2500,325,Collision; clear path
3.2600,326,Segment blocked
3.2600,326,Collision; clear path
3.2700,327,Segment blocked
3.2700,327,Collision; clear path
3.2800,328,Segment blocked
3.2800,328,Collision; clear path
3.2900,329,Segment blocked
3.2900,329,Collision; clear path
3.3000,330,Segment blocked
3.3000,330,Collision; clear path
3.3100,331,Segment blocked
3.3100,331,Collision; clear path
3.3200,332,Segment blocked
3.3200,332,Collision; clear path
3.3300,333,Segment blocked
3.3300,333,Collision; clear path
3.3400,334,Segment blocked
3.3400,334,Collision; clear path
3.3500,335,Segment blocked
3.3500,335,Collision; clear path
3.3600,336,Segment blocked
3.3600,336,Collision; clear path
3.3700,337,Segment blocked
3.3700,337,Collision; clear path
3.3800,338,Segment blocked
3.3800,338,Collision; clear path
3.3900,339,Segment blocked
3.3900,339,Collision; clear path
3.4000,340,Segment blocked
3.4000,340,Collision; clear path
3.4100,341,Segment blocked
3.4100,341,Collision; clear path
3.4200,342,Segment blocked
3.4200,342,Collision; clear path
3.4300,343,Segment blocked
3.4300,343,Collision; clear path
3.4400,344,Segment blocked
3.4400,344,Collision; clear path
3.4500,345,Segment blocked
3.4500,345,Collision; clear path
3.4600,346,Segment blocked
3.4600,346,Collision; clear path
3.4700,347,Segment blocked
3.4700,347,Collision; clear path
3.4800,348,Segment blocked
3.4800,348,Collision; clear path
3.4900,349,Segment blocked
3.4900,349,Collision; clear path
3.5000,350,Segment blocked
3.5000,350,Collision; clear path
3.5100,351,Segment blocked
3.5100,351,Collision; clear path
3.5200,352,Segment blocked
3.5200,352,Collision; clear path
3.5300,353,Segment blocked
3.5300,353,Collision; clear path
3.5400,354,Segment blocked
3.5400,354,Collision; clear path
3.5500,355,Segment blocked
3.5500,355,Collision; clear path
3.5600,356,Segment blocked
3.5600,356,Collision; clear path
3.5700,357,Segment blocked
3.5700,357,Collision; clear path
3.5800,358,Segment blocked
3.5800,358,Collision; clear path
3.5900,359,Segment blocked
3.5900,359,Collision; clear path
3.6000,360,Segment blocked
3.6000,360,Collision; clear path
3.6100,361,Segment blocked
3.6100,361,Collision; clear path
3.6200,362,Segment blocked
3.6200,362,Collision; clear path
3.6300,363,Segment blocked
3.6300,363,Collision; clear path
3.6400,364,Segment blocked
3.6400,364,Collision; clear path
3.6500,365,Segment blocked
3.6500,365,Collision; clear path
3.6600,366,Segment blocked
3.6600,366,Collision; clear path
3.6700,367,Segment blocked
3.6700,367,Collision; clear path
3.6800,368,Segment blocked
3.6800,368,Collision; clear path
3.6900,369,Segment blocked
3.6900,369,Collision; clear path
3.7000,370,Segment blocked
3.7000,370,Collision; clear path
3.7100,371,Segment blocked
3.7100,371,Collision; clear path
3.7200,372,Segment blocked
3.7200,372,Collision; clear path
3.7300,373,Segment blocked
3.7300,373,Collision; clear path
3.7400,374,Segment blocked
3.7400,374,Collision; clear path
3.7500,375,Segment blocked
3.7500,375,Collision; clear path
3.7600,376,Segment blocked
3.7600,376,Collision; clear path
3.7700,377,Segment blocked
3.7700,377,Collision; clear path
3.7800,378,Segment blocked
3.7800,378,Collision; clear path
3.7900,379,Segment blocked
3.7900,379,Collision; clear path
3.8000,380,Segment blocked
3.8100,381,Segment blocked
3.8200,382,Segment blocked
3.8300,383,Segment blocked
3.8400,384,Segment blocked
3.8500,385,Segment blocked
3.8600,386,Segment blocked
3.8700,387,Segment blocked
3.8800,388,Segment blocked
3.8900,389,Segment blocked
3.9000,390,Segment blocked
3.9100,391,Segment blocked
3.9100,391,Collision; clear path
3.9200,392,Segment blocked
3.9200,392,Collision; clear path
3.9300,393,Segment blocked
3.9300,393,Collision; clear path
3.9400,394,Segment blocked
3.9400,394,Collision; clear path
3.9500,395,Segment blocked
3.9500,395,Collision; clear path
3.9600,396,Segment blocked
3.9600,396,Collision; clear path
3.9700,397,Segment blocked
3.9700,397,Collision; clear path
3.9800,398,Segment blocked
3.9800,398,Collision; clear path
3.9900,399,Segment blocked
3.9900,399,Collision; clear path
4.0000,400,Segment blocked
4.0000,400,Collision; clear path
4.0100,401,Segment blocked
4.0100,401,Collision; clear path
4.0200,402,Segment blocked
4.0200,402,Collision; clear path
4.0300,403,Segment blocked
4.0300,403,Collision; clear path
4.0400,404,Segment blocked
4.0400,404,Collision; clear path
4.0500,405,Segment blocked
4.0500,405,Collision; clear path
4.0600,406,Segment blocked
4.0600,406,Collision; clear path
4.0700,407,Segment blocked
4.0700,407,Collision; clear path
4.0800,408,Segment blocked
4.0800,408,Collision; clear path
4.0900,409,Segment blocked
4.0900,409,Collision; clear path
4.1000,410,Segment blocked
4.1000,410,Collision; clear path
4.1100,411,Segment blocked
4.1100,411,Collision; clear path
4.1200,412,Segment blocked
4.1200,412,Collision; clear path
4.1300,413,Segment blocked
4.1300,413,Collision; clear path
4.1400,414,Segment blocked
4.1400,414,Collision; clear path
4.1500,415,Segment blocked
4.1500,415,Collision; clear path
4.1600,416,Segment blocked
4.1600,416,Collision; clear path
4.1700,417,Segment blocked
4.1700,417,Collision; clear path
4.1800,418,Segment blocked
4.1800,418,Collision; clear path
4.1900,419,Segment blocked
4.1900,419,Collision; clear path
4.2000,420,Segment blocked
4.2000,420,Collision; clear path
4.2100,421,Segment blocked
4.2100,421,Collision; clear path
4.2200,422,Segment blocked
4.2200,422,Collision; clear path
4.2300,423,Segment blocked
4.2300,423,Collision; clear path
4.2400,424,Segment blocked
4.2400,424,Collision; clear path
4.2500,425,Segment blocked
4.2500,425,Collision; clear path
4.2600,426,Segment blocked
4.2600,426,Collision; clear path
4.2700,427,Segment blocked
4.2700,427,Collision; clear path
4.2800,428,Segment blocked
4.2800,428,Collision; clear path
4.2900,429,Segment blocked
4.2900,429,Collision; clear path
4.3000,430,Segment blocked
4.3000,430,Collision; clear path
4.3100,431,Segment blocked
4.3100,431,Collision; clear path
4.3200,432,Segment blocked
4.3200,432,Collision; clear path
4.3300,433,Segment blocked
4.3300,433,Collision; clear path
4.3400,434,Segment blocked
4.3400,434,Collision; clear path
4.3500,435,Segment blocked
4.3500,435,Collision; clear path
4.3600,436,Segment blocked
4.3600,436,Collision; clear path
4.3700,437,Segment blocked
4.3700,437,Collision; clear path
4.3800,438,Segment blocked
4.3800,438,Collision; clear path
4.3900,439,Segment blocked
4.3900,439,Collision; clear path
4.4000,440,Segment blocked
4.4000,440,Collision; clear path
4.4100,441,Segment blocked
4.4100,441,Collision; clear path
4.4200,442,Segment blocked
4.4200,442,Collision; clear path
4.4300,443,Segment blocked
4.4300,443,Collision; clear path
4.4400,444,Segment blocked
4.4400,444,Collision; clear path
4.4500,445,Segment blocked
4.4500,445,Collision; clear path
4.4600,446,Segment blocked
4.4600,446,Collision; clear path
4.4700,447,Segment blocked
4.4700,447,Collision; clear path
4.4800,448,Segment blocked
4.4800,448,Collision; clear path
4.4900,449,Segment blocked
4.4900,449,Collision; clear path
4.5000,450,Segment blocked
4.5000,450,Collision; clear path
4.5100,451,Segment blocked
4.5100,451,Collision; clear path
4.5200,452,Segment blocked
4.5200,452,Collision; clear path
4.5300,453,Segment blocked
4.5300,453,Collision; clear path
4.5400,454,Segment blocked
4.5400,454,Collision; clear path
4.5500,455,Segment blocked
4.5500,455,Collision; clear path
4.5600,456,Segment blocked
4.5600,456,Collision; clear path
4.5700,457,Segment blocked
4.5700,457,Collision; clear path
4.5800,458,Segment blocked
4.5800,458,Collision; clear path
4.5900,459,Segment blocked
4.5900,459,Collision; clear path
4.6000,460,Segment blocked
4.6000,460,Collision; clear path
4.6100,461,Segment blocked
4.6100,461,Collision; clear path
4.6200,462,Segment blocked
4.6200,462,Collision; clear path
4.6300,463,Segment blocked
4.6300,463,Collision; clear path
4.6400,464,Segment blocked
4.6400,464,Collision; clear path
4.6500,465,Segment blocked
4.6500,465,Collision; clear path
4.6600,466,Segment blocked
4.6600,466,Collision; clear path
4.6700,467,Segment blocked
4.6700,467,Collision; clear path
4.6800,468,Segment blocked
4.6800,468,Collision; clear path
4.6900,469,Segment blocked
4.6900,469,Collision; clear path
4.7000,470,Segment blocked
4.7000,470,Collision; clear path
4.7100,471,Segment blocked
4.7100,471,Collision; clear path
4.7200,472,Segment blocked
4.7200,472,Collision; clear path
4.7300,473,Segment blocked
4.7300,473,Collision; clear path
4.7400,474,Segment blocked
4.7400,474,Collision; clear path
4.7500,475,Segment blocked
4.7500,475,Collision; clear path
4.7600,476,Segment blocked
4.7600,476,Collision; clear path
4.7700,477,Segment blocked
4.7700,477,Collision; clear path
4.7800,478,Segment blocked
4.7800,478,Collision; clear path
4.7900,479,Segment blocked
4.7900,479,Collision; clear path
4.8000,480,Segment blocked
4.8000,480,Collision; clear path
4.8100,481,Segment blocked
4.8100,481,Collision; clear path
4.8200,482,Segment blocked
4.8200,482,Collision; clear path
4.8300,483,Segment blocked
4.8300,483,Collision; clear path
4.8400,484,Segment blocked
4.8400,484,Collision; clear path
4.8500,485,Segment blocked
4.8500,485,Collision; clear path
4.8600,486,Segment blocked
4.8600,486,Collision; clear path
4.8700,487,Segment blocked
4.8700,487,Collision; clear path
4.8800,488,Segment blocked
4.8800,488,Collision; clear path
4.8900,489,Segment blocked
4.8900,489,Collision; clear path
4.9000,490,Segment blocked
4.9000,490,Collision; clear path
4.9100,491,Segment blocked
4.9100,491,Collision; clear path
4.9200,492,Segment blocked
4.9200,492,Collision; clear path
4.9300,493,Segment blocked
4.9300,493,Collision; clear path
4.9400,494,Segment blocked
4.9400,494,Collision; clear path
4.9500,495,Segment blocked
4.9500,495,Collision; clear path
4.9600,496,Segment blocked
4.9600,496,Collision; clear path
4.9700,497,Segment blocked
4.9700,497,Collision; clear path
4.9800,498,Segment blocked
4.9800,498,Collision; clear path
4.9900,499,Segment blocked
4.9900,499,Collision; clear path
5.0000,500,Segment blocked
5.0000,500,Collision; clear path
5.0100,501,Segment blocked
5.0100,501,Collision; clear path
5.0200,502,Segment blocked
5.0200,502,Collision; clear path
5.0300,503,Segment blocked
5.0300,503,Collision; clear path
5.0400,504,Segment blocked
5.0400,504,Collision; clear path
5.0500,505,Segment blocked
5.0500,505,Collision; clear path
5.0600,506,Segment blocked
5.0600,506,Collision; clear path
5.0700,507,Segment blocked
5.0700,507,Collision; clear path
5.0800,508,Segment blocked
5.0800,508,Collision; clear path
5.0900,509,Segment blocked
5.0900,509,Collision; clear path
5.1000,510,Segment blocked
5.1000,510,Collision; clear path
5.1100,511,Segment blocked
5.1100,511,Collision; clear path
5.1200,512,Segment blocked
5.1200,512,Collision; clear path
5.1300,513,Segment blocked
5.1300,513,Collision; clear path
5.1400,514,Segment blocked
5.1400,514,Collision; clear path
5.1500,515,Segment blocked
5.1500,515,Collision; clear path
5.1600,516,Segment blocked
5.1600,516,Collision; clear path
5.1700,517,Segment blocked
5.1700,517,Collision; clear path
5.1800,518,Segment blocked
5.1800,518,Collision; clear path
5.1900,519,Segment blocked
5.1900,519,Collision; clear path
5.2000,520,Segment blocked
5.2000,520,Collision; clear path
5.2100,521,Segment blocked
5.2100,521,Collision; clear path
5.2200,522,Segment blocked
5.2200,522,Collision; clear path
5.2300,523,Segment blocked
5.2300,523,Collision; clear path
5.2400,524,Segment blocked
5.2400,524,Collision; clear path
5.2500,525,Segment blocked
5.2500,525,Collision; clear path
5.2600,526,Segment blocked
5.2600,526,Collision; clear path
5.2700,527,Segment blocked
5.2700,527,Collision; clear path
5.2800,528,Segment blocked
5.2800,528,Collision; clear path
5.2900,529,Segment blocked
5.2900,529,Collision; clear path
5.3000,530,Segment blocked
5.3000,530,Collision; clear path
5.3100,531,Segment blocked
5.3100,531,Collision; clear path
5.3200,532,Segment blocked
5.3200,532,Collision; clear path
5.3300,533,Segment blocked
5.3300,533,Collision; clear path
5.3400,534,Segment blocked
5.3400,534,Collision; clear path
5.3500,535,Segment blocked
5.3500,535,Collision; clear path
5.3600,536,Segment blocked
5.3600,536,Collision; clear path
5.3700,537,Segment blocked
5.3700,537,Collision; clear path
5.3800,538,Segment blocked
5.3800,538,Collision; clear path
5.3900,539,Segment blocked
5.3900,539,Collision; clear path
5.4000,540,Segment blocked
5.4000,540,Collision; clear path
5.4100,541,Segment blocked
5.4100,541,Collision; clear path
5.4200,542,Segment blocked
5.4200,542,Collision; clear path
5.4300,543,Segment blocked
5.4300,543,Collision; clear path
5.4400,544,Segment blocked
5.4400,544,Collision; clear path
5.4500,545,Segment blocked
5.4500,545,Collision; clear path
5.4600,546,Segment blocked
5.4600,546,Collision; clear path
5.4700,547,Segment blocked
5.4700,547,Collision; clear path
5.4800,548,Segment blocked
5.4800,548,Collision; clear path
5.4900,549,Segment blocked
5.4900,549,Collision; clear path
5.5000,550,Segment blocked
5.5000,550,Collision; clear path
5.5100,551,Segment blocked
5.5100,551,Collision; clear path
5.5200,552,Segment blocked
5.5200,552,Collision; clear path
5.5300,553,Segment blocked
5.5300,553,Collision; clear path
5.5400,554,Segment blocked
5.5400,554,Collision; clear path
5.5500,555,Segment blocked
5.5500,555,Collision; clear path
5.5600,556,Segment blocked
5.5600,556,Collision; clear path
5.5700,557,Segment blocked
5.5700,557,Collision; clear path
5.5800,558,Segment blocked
5.5800,558,Collision; clear path
5.5900,559,Segment blocked
5.5900,559,Collision; clear path
5.6000,560,Segment blocked
5.6000,560,Collision; clear path
5.6100,561,Segment blocked
5.6100,561,Collision; clear path
5.6200,562,Segment blocked
5.6200,562,Collision; clear path
5.6300,563,Segment blocked
5.6300,563,Collision; clear path
5.6400,564,Segment blocked
5.6400,564,Collision; clear path
5.6500,565,Segment blocked
5.6500,565,Collision; clear path
5.6600,566,Segment blocked
5.6600,566,Collision; clear path
5.6700,567,Segment blocked
5.6700,567,Collision; clear path
5.6800,568,Segment blocked
5.6800,568,Collision; clear path
5.6900,569,Segment blocked
5.6900,569,Collision; clear path
5.7000,570,Segment blocked
5.7000,570,Collision; clear path
5.7100,571,Segment blocked
5.7100,571,Collision; clear path
5.7200,572,Segment blocked
5.7200,572,Collision; clear path
5.7300,573,Segment blocked
5.7300,573,Collision; clear path
5.7400,574,Segment blocked
5.7400,574,Collision; clear path
5.7500,575,Segment blocked
5.7500,575,Collision; clear path
5.7600,576,Segment blocked
5.7600,576,Collision; clear path
5.7700,577,Segment blocked
5.7700,577,Collision; clear path
5.7800,578,Segment blocked
5.7800,578,Collision; clear path
5.7900,579,Segment blocked
5.7900,579,Collision; clear path
5.8000,580,Segment blocked
5.8000,580,Collision; clear path
5.8100,581,Segment blocked
5.8100,581,Collision; clear path
5.8200,582,Segment blocked
5.8200,582,Collision; clear path
5.8300,583,Segment blocked
5.8300,583,Collision; clear path
5.8400,584,Segment blocked
5.8400,584,Collision; clear path
5.8500,585,Segment blocked
5.8500,585,Collision; clear path
5.8600,586,Segment blocked
5.8600,586,Collision; clear path
5.8700,587,Segment blocked
5.8700,587,Collision; clear path
5.8800,588,Segment blocked
5.8800,588,Collision; clear path
5.8900,589,Segment blocked
5.8900,589,Collision; clear path
5.9000,590,Segment blocked
5.9000,590,Collision; clear path
5.9100,591,Segment blocked
5.9100,591,Collision; clear path
5.9200,592,Segment blocked
5.9200,592,Collision; clear path
5.9300,593,Segment blocked
5.9300,593,Collision; clear path
5.9400,594,Segment blocked
5.9400,594,Collision; clear path
5.9500,595,Segment blocked
5.9500,595,Collision; clear path
5.9600,596,Segment blocked
5.9600,596,Collision; clear path
5.9700,597,Segment blocked
5.9700,597,Collision; clear path
5.9800,598,Segment blocked
5.9800,598,Collision; clear path
5.9900,599,Segment blocked
5.9900,599,Collision; clear path
6.0000,600,Segment blocked
6.0000,600,Collision; clear path
6.0100,601,Segment blocked
6.0100,601,Collision; clear path
6.0200,602,Segment blocked
6.0200,602,Collision; clear path
6.0300,603,Segment blocked
6.0300,603,Collision; clear path
6.0400,604,Segment blocked
6.0400,604,Collision; clear path
6.0500,605,Segment blocked
6.0500,605,Collision; clear path
6.0600,606,Segment blocked
6.0600,606,Collision; clear path
6.0700,607,Segment blocked
6.0700,607,Collision; clear path
6.0800,608,Segment blocked
6.0800,608,Collision; clear path
6.0900,609,Segment blocked
6.0900,609,Collision; clear path
6.1000,610,Segment blocked
6.1000,610,Collision; clear path
6.1100,611,Segment blocked
6.1100,611,Collision; clear path
6.1200,612,Segment blocked
6.1200,612,Collision; clear path
6.1300,613,Segment blocked
6.1300,613,Collision; clear path
6.1400,614,Segment blocked
6.1400,614,Collision; clear path
6.1500,615,Segment blocked
6.1500,615,Collision; clear path
6.1600,616,Segment blocked
6.1600,616,Collision; clear path
6.1700,617,Segment blocked
6.1700,617,Collision; clear path
6.1800,618,Segment blocked
6.1800,618,Collision; clear path
6.1900,619,Segment blocked
6.1900,619,Collision; clear path
6.2000,620,Segment blocked
6.2000,620,Collision; clear path
6.2100,621,Segment blocked
6.2100,621,Collision; clear path
6.2200,622,Segment blocked
6.2200,622,Collision; clear path
6.2300,623,Segment blocked
6.2300,623,Collision; clear path
6.2400,624,Segment blocked
6.2400,624,Collision; clear path
6.2500,625,Segment blocked
6.2500,625,Collision; clear path
6.2600,626,Segment blocked
6.2600,626,Collision; clear path
6.2700,627,Segment blocked
6.2700,627,Collision; clear path
6.2800,628,Segment blocked
6.2800,628,Collision; clear path
6.2900,629,Segment blocked
6.2900,629,Collision; clear path
6.3000,630,Segment blocked
6.3000,630,Collision; clear path
6.3100,631,Segment blocked
6.3100,631,Collision; clear path
6.3200,632,Segment blocked
6.3200,632,Collision; clear path
6.3300,633,Segment blocked
6.3300,633,Collision; clear path
6.3400,634,Segment blocked
6.3400,634,Collision; clear path
6.3500,635,Segment blocked
6.3500,635,Collision; clear path
6.3600,636,Segment blocked
6.3600,636,Collision; clear path
6.3700,637,Segment blocked
6.3700,637,Collision; clear path
6.3800,638,Segment blocked
6.3800,638,Collision; clear path
6.3900,639,Segment blocked
6.3900,639,Collision; clear path
6.4000,640,Segment blocked
6.4000,640,Collision; clear path
6.4100,641,Segment blocked
6.4100,641,Collision; clear path
6.4200,642,Segment blocked
6.4200,642,Collision; clear path
6.4300,643,Segment blocked
6.4300,643,Collision; clear path
6.4400,644,Segment blocked
6.4400,644,Collision; clear path
6.4500,645,Segment blocked
6.4500,645,Collision; clear path
6.4600,646,Segment blocked
6.4600,646,Collision; clear path
6.4700,647,Segment blocked
6.4700,647,Collision; clear path
6.4800,648,Segment blocked
6.4800,648,Collision; clear path
6.4900,649,Segment blocked
6.4900,649,Collision; clear path
6.5000,650,Segment blocked
6.5000,650,Collision; clear path
6.5100,651,Segment blocked
6.5100,651,Collision; clear path
6.5200,652,Segment blocked
6.5200,652,Collision; clear path
6.5300,653,Segment blocked
6.5300,653,Collision; clear path
6.5400,654,Segment blocked
6.5400,654,Collision; clear path
6.5500,655,Segment blocked
6.5500,655,Collision; clear path
6.5600,656,Segment blocked
6.5600,656,Collision; clear path
6.5700,657,Segment blocked
6.5700,657,Collision; clear path
6.5800,658,Segment blocked
6.5800,658,Collision; clear path
6.5900,659,Segment blocked
6.5900,659,Collision; clear path
6.6000,660,Segment blocked
6.6000,660,Collision; clear path
6.6100,661,Segment blocked
6.6100,661,Collision; clear path
6.6200,662,Segment blocked
6.6200,662,Collision; clear path
6.6300,663,Segment blocked
6.6300,663,Collision; clear path
6.6400,664,Segment blocked
6.6400,664,Collision; clear path
6.6500,665,Segment blocked
6.6500,665,Collision; clear path
6.6600,666,Segment blocked
6.6600,666,Collision; clear path
6.6700,667,Segment blocked
6.6700,667,Collision; clear path
6.6800,668,Segment blocked
6.6800,668,Collision; clear path
6.6900,669,Segment blocked
6.6900,669,Collision; clear path
6.7000,670,Segment blocked
6.7000,670,Collision; clear path
6.7100,671,Segment blocked
6.7100,671,Collision; clear path
6.7200,672,Segment blocked
6.7200,672,Collision; clear path
6.7300,673,Segment blocked
6.7300,673,Collision; clear path
6.7400,674,Segment blocked
6.7400,674,Collision; clear path
6.7500,675,Segment blocked
6.7500,675,Collision; clear path
6.7600,676,Segment blocked
6.7600,676,Collision; clear path
6.7700,677,Segment blocked
6.7700,677,Collision; clear path
6.7800,678,Segment blocked
6.7800,678,Collision; clear path
6.7900,679,Segment blocked
6.7900,679,Collision; clear path
6.8000,680,Segment blocked
6.8000,680,Collision; clear path
6.8100,681,Segment blocked
6.8100,681,Collision; clear path
6.8200,682,Segment blocked
6.8200,682,Collision; clear path
