# Animation run summary
animation_type,AStar_animation
total_frames,799
total_time_s,7.9900
success,True
num_collisions,89
num_replans,375
path_length,284.5115
trajectory_image,animation_run_20260218_120023_AStar_animation_trajectory.png

"# Collisions (time_s, frame, type, detail)"
4.6000,460,-29.8725,-8.1845,0.7585,-16.4791,31.1606,-9.6962,-3.3790,3.6854,19.0137,3.8822,1.2122,7.8812,34.8458,27.4813,-4.7797,1.4678,27.0195,12.7335,16.4490,13.3722,-30.9030,4.1761,-2.6244,8.5558,12.1863,25.0863,4.5749,12.6075,-49.8641,-23.4027,-8.6334,-1.1539,14.3772,-27.7495,4.8374,-4.1056,3.1463,11.1077,-6.1636,-0.3304,-39.7900,-3.3197,-3.2051,-3.8581,-15.0849,-21.6984,-2.9073,-8.6891,-8.7998,12.5884,-7.2640,-1.2308,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
4.7000,470,-30.9736,-8.6370,-8.5625,15.5552,31.2945,-9.4005,5.5500,-2.0502,19.3150,4.6633,-3.8409,10.5203,34.5608,27.8120,0.1335,6.1527,28.5861,13.9185,13.5346,11.9921,-31.1701,5.1853,-2.6942,11.2306,12.9091,25.8549,11.0406,-5.0873,-50.4550,-22.9887,-4.0328,8.3074,14.6339,-28.2668,5.7508,-3.5824,2.8611,10.5444,-2.5559,-6.9276,-40.1128,-3.7043,-3.1551,-3.8788,-15.7342,-22.1182,-7.1425,-3.3565,-9.1609,12.0290,3.5651,-5.8332,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
4.8000,480,-29.9217,-6.8631,6.3064,18.2651,31.8350,-9.5811,2.0146,-6.4953,18.9278,5.5757,-4.1962,8.8629,34.4435,28.2964,-5.2583,0.0904,28.6033,15.6770,-6.3166,19.8611,-31.8013,6.0747,-1.9318,11.0652,14.0201,25.4508,5.5586,-11.7853,-49.8667,-22.4360,8.6786,4.6915,14.7482,-28.8292,1.0861,-6.8767,2.9337,9.8635,2.2924,-6.3229,-39.8888,-3.9299,4.8644,1.1567,-16.3225,-22.4805,-5.1007,-4.2305,-8.8126,11.4377,0.5878,-7.5253,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
4.9000,490,-29.4539,-5.1485,-14.3752,11.1047,32.0536,-9.8380,1.4944,6.1854,18.6103,6.4527,-1.2257,8.4388,34.3832,28.4269,3.3257,-4.3608,27.8121,17.6648,-21.9341,2.7445,-32.1207,6.7081,-10.9123,-3.6856,14.9999,24.4714,13.4527,-7.6203,-49.1959,-21.7343,5.9504,7.7035,15.0824,-29.5048,6.4331,-5.1865,2.3700,9.5112,-6.7090,-3.0817,-39.4144,-4.0014,2.9800,4.7400,-16.6801,-22.8911,-0.0013,-5.4596,-8.4081,11.0527,3.3794,-6.6874,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
5.0000,500,-29.9127,-6.1282,-17.4761,-6.8955,31.7120,-9.3700,2.3829,6.9559,17.9430,6.8422,-4.3079,5.0726,34.7618,28.2190,5.5665,-1.0624,29.7037,18.5188,21.7749,8.7661,-33.1581,6.0152,-9.1172,-8.4698,16.4805,24.0801,9.8312,-15.6035,-48.9794,-20.9778,5.7601,7.4142,15.9275,-30.1065,10.1392,-5.8488,2.8432,9.2276,6.6973,-1.9128,-39.3678,-3.4167,-0.9584,6.3778,-16.1924,-23.2050,4.8914,-2.7544,-8.4337,10.3423,-2.9148,-7.4401,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
5.1000,510,-29.8396,-8.1478,0.3178,-20.1313,32.0629,-8.9251,7.0591,-0.6627,18.2164,7.3469,2.8637,5.9847,35.1710,28.5809,4.7873,3.7613,31.4326,18.4175,15.7758,-8.0712,-34.3153,6.4694,-11.2459,7.7406,16.7517,22.1462,5.2591,-20.1777,-48.5917,-20.0824,5.1511,10.2884,15.7706,-30.9228,-10.1569,-10.8359,3.5645,9.2149,6.9170,2.9495,-39.4816,-2.7625,-1.2381,7.0261,-15.8292,-23.0543,2.2884,4.4456,-9.0138,10.2011,-6.7828,4.8322,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
5.2000,520,-31.2234,-9.2854,-17.8116,-8.9094,32.0006,-9.3273,-5.5241,3.6123,18.4349,7.9318,-0.8636,5.9633,35.7143,28.9239,4.8119,2.8984,32.5012,17.3427,16.8376,12.6496,-35.6013,6.7762,-11.8803,-8.5656,17.1730,20.0270,4.8228,-20.5790,-48.5072,-20.3485,-4.9517,-7.9675,15.0383,-31.8361,-11.4089,-11.7688,4.0810,9.0251,6.1143,-2.4587,-39.8490,-2.2714,-5.0783,2.7098,-15.6712,-22.5626,-0.7391,5.5396,-9.5055,9.7189,-0.7748,-7.1345,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
5.3000,530,-32.9765,-10.5590,-17.5617,-11.2160,32.0107,-9.6614,-4.7568,-4.4805,18.2753,8.5166,-2.4594,5.2560,36.1878,29.0205,3.7025,-4.2693,34.4055,17.3136,19.1047,-6.3875,-35.4800,5.7606,11.8301,-11.1132,15.5006,20.3898,-15.1007,17.8275,-49.0887,-20.9098,-7.3436,-5.0212,15.0850,-32.9679,15.2724,-1.6897,4.6032,9.0262,0.6297,-6.0544,-40.2102,-1.9453,2.1081,6.1407,-15.3312,-22.3778,5.0693,0.4829,-10.0305,9.6283,-2.6245,5.6584,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
5.4000,540,-32.7249,-11.9952,15.5144,-12.5274,31.4664,-9.7886,-6.4343,1.5032,18.2675,9.0531,4.0486,4.8958,36.6041,28.5249,4.3552,-5.7369,35.2719,16.1940,15.5960,-14.1240,-36.1607,4.3622,-10.3156,-15.3355,13.7755,20.2270,-17.2943,-15.2316,-49.1003,-21.8130,1.5809,-10.5710,15.8633,-33.8545,6.8793,-8.5322,4.6413,8.3179,0.6612,-7.1987,-40.7798,-1.7287,-6.1401,-0.2001,-14.7465,-22.4271,5.9125,-0.6747,-10.3200,10.1841,-4.7185,5.7169,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
5.5000,550,-33.9262,-12.0385,-18.3495,13.1456,30.9951,-9.4827,-3.2936,3.7802,18.5580,9.6077,2.2564,5.8161,36.9274,27.8778,2.5316,-6.8628,36.5306,16.1026,-9.3420,-17.5207,-37.8233,3.5220,-20.6496,8.0286,12.2756,18.5548,-14.5410,-17.5314,-48.4304,-22.4802,3.8446,-6.8451,16.1608,-35.0874,1.8066,-13.9630,4.6908,7.4674,0.4434,-9.6901,-41.2921,-1.7981,-5.4068,1.4985,-14.2595,-22.5179,5.3114,0.9657,-10.6683,10.2630,-0.1992,-7.0493,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
5.6000,560,-35.1617,-13.0687,-21.6995,-3.1517,30.8699,-9.0913,5.3278,-0.6598,18.5631,10.2683,1.2435,7.9946,37.4341,27.5408,5.4697,-1.2488,36.1533,14.6241,-11.8796,-11.3004,-39.7807,4.4805,-19.4028,14.9594,11.1674,16.7288,-11.9362,-16.5730,-48.2845,-23.1863,0.1592,-7.2054,16.2511,-36.6566,-10.3872,-15.1793,4.9094,6.6860,8.0053,-5.8619,-41.9337,-1.9247,-6.4049,-1.9388,-13.6969,-22.4955,6.0996,-1.5062,-10.1883,9.9417,4.6798,-8.0283,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
5.7000,570,-37.3212,-13.3971,-20.4282,-2.8112,31.2790,-8.8755,2.4800,4.8307,18.3475,10.7753,-4.2046,3.2858,37.8388,27.7715,1.7164,5.9441,35.1330,13.3206,-18.4252,-2.0420,-41.5799,5.3042,-15.4167,-11.2663,9.9717,14.7837,-4.6236,-24.0598,-48.3460,-23.9540,-2.9678,-7.5758,14.7661,-37.1138,-5.0417,-23.6198,5.6317,6.5273,4.2859,9.4463,-42.5264,-2.1229,-6.1940,-0.7054,-13.1932,-22.5221,3.4512,-4.5990,-9.9215,9.2271,-1.3776,-8.3059,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
5.8000,580,-38.8063,-12.3864,-12.9276,7.5436,31.6638,-8.5390,4.1612,2.9972,17.8645,10.7282,-4.9992,-0.0889,37.5004,28.1737,-5.2158,2.5535,34.1755,14.4340,-16.4494,-0.5627,-43.0001,4.3078,-11.6743,-9.9989,11.6392,14.1219,22.7321,3.8290,-48.9025,-23.8770,-7.6661,6.4507,13.4149,-37.7497,-15.1858,12.5769,5.2745,6.8412,-8.9021,-4.9373,-42.8665,-2.5069,-5.2276,2.1182,-12.9069,-22.3989,0.6037,6.3070,-10.1964,8.3983,-11.5874,-5.1599,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
5.9000,590,-39.7380,-11.7421,-1.6742,13.1046,32.1542,-8.3259,5.4485,-2.5553,17.4766,10.8752,0.8299,4.9306,36.9121,28.1621,-6.9380,-0.3733,33.7671,13.0040,2.8744,-13.2353,-44.3690,4.0826,-4.9814,18.3663,13.4915,15.1162,16.3835,14.5910,-48.8066,-22.9744,4.1664,9.4375,12.1023,-37.1416,-13.5751,0.0032,5.0634,5.8676,-6.3863,-9.5150,-43.3833,-2.4840,-5.2658,-0.9381,-13.3604,-22.0271,-7.0242,1.1261,-10.7281,7.3582,-2.3821,-12.8945,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
6.0000,600,-40.3288,-10.9788,-1.9382,10.1960,32.4797,-8.7237,-3.4489,-5.1762,17.3545,11.2817,1.6931,4.8965,36.3693,28.0320,-5.2929,-1.5872,34.2363,11.8728,13.0735,-5.1953,-43.6416,5.7955,7.4930,16.2074,15.0814,15.4127,17.5650,-11.7318,-48.4744,-22.0884,2.7551,7.3686,11.4132,-36.1448,-5.3251,13.1208,5.8229,4.9642,7.2927,-8.7143,-43.0545,-2.8349,7.3299,-1.5870,-13.4673,-21.1513,3.2574,11.5196,-11.8170,7.1052,-4.6459,-12.6067,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
6.1000,610,-41.0660,-10.5253,2.2789,11.0350,32.5089,-9.0251,5.4169,0.7559,17.6683,11.3536,3.5297,-4.9458,36.2745,28.5195,1.1327,5.4994,35.5317,11.7274,13.6666,-1.2709,-42.9885,7.2005,6.2407,12.6322,16.4417,15.0141,-7.4997,-17.4657,-48.5613,-21.4826,-4.4536,4.6500,10.3351,-35.9605,-9.0171,-10.4532,5.8331,4.0300,-4.2463,-9.1105,-42.4849,-2.6377,3.1460,7.2665,-12.3710,-21.2646,11.4004,-5.5127,-12.2246,5.9971,-6.2149,-8.9236,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
6.2000,620,-40.3133,-10.0123,10.4139,3.2975,33.0540,-8.9359,5.2230,0.6569,17.8369,10.9340,-3.7650,-3.8632,36.5212,29.1319,2.9235,6.0279,36.5770,10.8964,13.5475,9.9154,-42.4688,8.4339,-8.1306,13.2022,15.2208,14.2677,-14.7968,3.1442,-48.6597,-21.5384,5.7740,6.8816,9.3772,-35.1929,-8.6725,10.7628,5.7562,3.9865,8.5686,1.8852,-42.6497,-1.9250,-2.9945,7.2107,-12.4001,-21.7770,-12.5150,1.9538,-12.8889,5.2632,-5.4862,-7.6439,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
6.3000,630,-39.2828,-9.7226,10.1808,2.4105,33.0932,-9.0715,-6.3322,0.2346,17.3612,10.7904,-5.1119,-0.4578,36.2513,29.0643,-4.4978,-6.8725,36.5813,12.1435,2.1513,16.0111,-42.9469,9.5317,1.0801,11.3721,13.6978,14.4384,-7.5988,-15.4190,-48.5219,-20.8069,5.8068,7.0231,8.2764,-34.7091,-4.8261,12.6188,6.6395,4.3966,11.0387,3.9332,-42.9068,-2.2756,5.2932,-8.1678,-13.1878,-21.0285,-6.1527,7.0531,-13.4328,4.5594,-6.0711,-5.7907,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
6.4000,640,-39.1800,-8.7487,-5.8048,8.8633,32.6586,-8.8467,-2.7895,5.5792,17.1575,10.3958,-0.0145,-5.0000,36.7353,28.5317,7.6719,-3.0259,37.7641,12.2442,15.8146,-9.4642,-43.0307,10.6390,-3.6431,11.6892,12.1127,13.5017,-18.9752,-6.9063,-47.6664,-21.0237,8.8690,-2.4842,7.4059,-34.0797,-8.5642,-8.6982,7.9174,4.9390,11.4727,6.7721,-41.8103,-2.4917,12.7794,-4.0292,-13.7798,-20.5278,-5.2946,-8.1639,-13.6327,3.7687,5.0520,-10.1832,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
6.5000,650,-40.0822,-8.2958,-11.5128,-0.0725,32.5216,-8.3056,-5.1046,4.1867,17.4039,10.0435,4.0828,-4.2610,37.2469,29.0734,7.5484,-0.9575,39.2894,11.6002,16.1948,7.1717,-42.4030,11.2928,8.5261,3.8010,11.3387,11.8584,-4.2033,-18.6007,-46.9221,-21.2166,3.2996,8.6124,6.5598,-34.9062,-8.7754,-8.4362,7.2386,5.6649,-13.8331,4.2970,-41.1501,-1.7971,3.1801,9.5429,-14.0319,-21.3677,-2.5873,-8.0880,-13.9497,3.2931,-8.3684,6.9159,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
6.6000,660,-40.7577,-8.0163,-7.0515,-11.4469,32.1911,-8.5864,1.5446,-7.2149,17.8091,9.7240,6.8899,-2.5608,37.3324,28.7762,-6.6185,4.9648,40.7560,11.5138,12.8068,-11.2425,-41.4966,11.6148,10.8397,0.8528,11.0848,10.1127,8.4373,-14.4067,-46.0629,-21.3880,3.9833,-9.3469,5.9115,-35.7350,-4.9712,-8.8888,7.7449,6.1914,6.9761,-10.8615,-40.7069,-0.9914,6.3772,6.1367,-14.7234,-21.2350,-8.4863,4.6780,-14.6614,3.2898,-5.1104,-7.7143,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
6.7000,670,-39.7628,-8.0408,9.4408,14.4517,32.5670,-8.9744,6.5431,-1.7475,17.6107,10.1288,-5.6200,3.9201,37.4717,29.4890,5.4072,5.0718,40.4514,10.8035,-15.8202,-2.0359,-41.2094,10.5985,-9.6510,-5.4629,11.9811,9.7915,-5.7677,10.6620,-45.2975,-21.7096,1.8248,-8.7694,6.2208,-36.6049,6.8866,-9.6517,8.3604,5.5069,10.5821,-3.7099,-40.5270,-0.1233,-1.4894,9.5796,-15.3108,-20.8260,-9.6932,-1.5931,-15.1559,2.4674,2.4137,-9.0208,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
6.8000,680,-39.7752,-6.5998,-16.4637,13.2433,32.6940,-9.4379,-3.3609,-5.4915,17.6302,10.5901,5.9528,2.9800,37.8384,30.0331,1.6340,6.7499,38.8206,10.5482,-17.6186,-3.0625,-42.1739,10.1797,-9.6221,-4.6599,10.9499,9.9894,-9.7453,5.7130,-45.3149,-22.3504,2.9947,-6.4292,6.2560,-36.5268,11.3305,4.7099,9.5037,5.1756,11.3548,-3.5300,-40.8738,0.8369,2.6286,10.9344,-16.0386,-20.4255,-6.4353,6.4837,-14.3461,2.1020,8.5574,-3.1092,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
6.9000,690,-41.1699,-5.4794,-14.3217,11.4122,32.7079,-10.0008,0.2227,-6.2994,18.2918,10.8393,7.6838,-1.2753,38.0010,30.7604,-1.5310,7.4222,37.5780,11.5668,-13.5552,13.4431,-43.0331,9.6687,-7.5728,-7.1962,10.1623,10.8636,-9.5530,8.2164,-45.2650,-22.8786,-5.3600,-3.4177,6.6889,-35.6612,-2.6676,10.7821,10.4569,5.3436,11.2868,3.3114,-39.8222,0.8884,12.8541,-5.2866,-16.7626,-19.9473,-9.4957,-3.9739,-13.6224,1.9783,6.7558,5.6363,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
7.0000,700,-42.4017,-5.9219,-15.2818,-0.4136,32.6614,-9.6516,2.8965,6.9705,18.5588,11.3400,6.1212,4.9309,37.6721,31.4771,-4.6779,6.3299,36.1187,12.1739,-13.3183,17.3873,-43.7583,8.9877,-9.0337,-4.6842,9.6083,11.4910,2.0260,10.5027,-45.6702,-23.3178,-5.2206,-2.8117,6.7385,-34.6494,2.1179,10.5338,11.0718,4.9380,-4.2206,-10.2270,-39.1386,-0.0807,13.2859,-1.7434,-16.2230,-20.0574,3.0963,12.9411,-14.0061,2.6199,-3.3910,5.5752,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
7.1000,710,-43.6585,-6.5632,-5.3936,-14.5690,33.1825,-9.1158,4.5273,4.6919,18.2999,11.9104,-0.3894,5.6676,36.8357,31.3978,-8.7175,-2.1678,34.5888,12.5834,-18.3679,-8.5181,-44.6022,8.3650,-6.5045,-7.8383,10.2374,11.4753,2.3074,-11.2500,-45.9413,-23.4906,3.1224,-4.4471,6.3713,-33.6373,-6.1040,7.9843,11.0232,4.0116,12.0018,-3.7322,-38.7521,1.0286,0.2619,13.0213,-16.5901,-19.3497,4.1546,12.4518,-14.2512,3.0555,1.4670,5.3074,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
7.2000,720,-43.1347,-7.5393,6.0895,-12.3280,33.6531,-8.8674,5.3291,-1.9245,17.9130,12.0888,-4.3700,-3.6813,36.1571,30.8149,-2.5938,-11.6340,32.9278,11.8337,-16.2894,-7.1409,-45.4348,7.7950,-9.1145,-5.5913,9.5717,10.8830,-4.2436,-11.1332,-45.7409,-23.8705,-0.0092,-5.4436,5.6153,-33.5082,-3.9778,9.1962,12.1575,4.6618,12.3767,9.6130,-38.3124,1.3670,2.6592,-13.3568,-17.7581,-18.9982,-5.3502,12.6075,-14.2532,3.5601,0.9786,5.2980,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
7.3000,730,-41.9781,-7.8540,9.7378,-2.3265,33.8231,-8.4946,-2.5622,6.4470,17.9065,11.5934,2.7448,-5.4734,37.0786,31.2316,6.8816,11.4185,32.3276,10.7291,3.7308,-17.6060,-45.8955,7.0550,0.7471,-9.0296,8.6196,10.5896,-6.0559,14.6787,-45.7541,-24.4188,-0.0590,-5.1769,5.0340,-32.6244,-4.6937,8.6654,11.9753,5.4358,-12.9163,0.4906,-38.7240,0.8132,8.8536,-5.5610,-18.3478,-18.3148,-5.8236,10.5572,-14.0061,3.7431,-4.2063,2.9625,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
7.4000,740,-41.6640,-8.8038,6.0736,-9.7198,33.6366,-7.8199,-1.4429,6.7994,17.8919,10.9856,1.9425,-6.1840,36.7253,32.4585,-18.6193,11.7523,33.2960,9.6489,2.0565,-18.7904,-46.0961,6.2884,-10.3441,-3.5210,8.0275,12.1601,-7.2376,17.7119,-46.2024,-24.5969,-4.7362,-1.7955,4.9134,-31.8172,9.8000,1.0852,10.6131,5.4045,-13.4828,-0.8271,-37.6401,0.6087,9.7105,4.9368,-17.9104,-16.8917,21.2447,6.5391,-14.3444,3.8447,1.3051,-6.4630,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
7.5000,750,-40.5762,-8.8786,11.7670,0.7365,33.1261,-7.3146,-5.3568,4.6289,17.4940,10.6332,-5.5972,1.0320,35.8302,32.6705,-13.7264,-18.5963,32.2334,7.8690,-10.2736,-22.2419,-45.9565,7.0801,8.6092,7.3918,7.2189,13.2060,5.0124,19.4241,-46.3725,-25.0761,-0.7142,-5.7606,5.6953,-31.9360,8.6521,-1.8845,9.6460,4.8999,-1.4673,-11.1862,-37.3298,1.3696,-2.9582,8.6416,-15.8244,-16.0732,21.0012,12.0408,-14.2273,3.1806,1.1141,-6.8876,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
7.6000,760,-39.5725,-8.5045,8.0433,6.8367,32.5616,-7.4134,2.9448,-8.0511,16.9640,10.7800,-3.9719,3.2565,34.2370,31.4762,-19.1100,-9.1461,33.4585,7.2399,-13.9687,-18.5380,-45.0176,7.7835,8.9833,6.5755,7.4391,15.1911,-16.0039,14.7440,-46.8616,-25.2398,-5.4961,-2.6214,6.4786,-32.2595,2.4045,-9.2613,8.8604,4.2016,-10.9961,-3.2309,-38.1046,1.2749,-7.1046,-6.2193,-13.9497,-14.8057,19.9471,12.2560,-14.5006,2.8568,-4.9469,0.7265,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
7.7000,770,-38.4904,-8.2293,13.1521,-0.0847,32.1694,-7.9748,-6.6188,-4.8949,16.9035,11.3031,1.4551,6.8960,36.2383,30.6789,24.1822,3.9335,31.7698,6.8982,-8.1913,-22.4221,-44.3022,8.5898,5.3924,9.7689,5.7053,16.8593,-15.8157,14.7516,-47.4054,-25.3508,-5.0173,1.2228,7.1142,-32.0771,10.4475,2.9673,7.6853,4.4944,-13.0698,6.8681,-37.9464,0.6404,9.7537,-5.0515,-13.2401,-13.0231,16.1255,14.2402,-14.5319,2.4540,2.1243,-5.5268,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
