# Animation run summary
animation_type,AStar_animation
total_frames,799
total_time_s,7.9900
success,True
num_collisions,89
num_replans,375
path_length,284.5115
trajectory_image,animation_run_20260218_120023_AStar_animation_trajectory.png

"# Collisions (time_s, frame, type, detail)"
2.7400,274,Segment blocked
2.7400,274,Collision; clear path
2.7500,275,Segment blocked
2.7500,275,Collision; clear path
2.7600,276,Segment blocked
2.7600,276,Collision; clear path
2.7700,277,Segment blocked
2.7700,277,Collision; clear path
2.7800,278,Segment blocked
2.7800,278,Collision; clear path
2.7900,279,Segment blocked
2.7900,279,Collision; clear path
2.8000,280,Segment blocked
2.8000,280,Collision; clear path
2.8100,281,Segment blocked
2.8100,281,Collision; clear path
2.8200,282,Segment blocked
2.8200,282,Collision; clear path
2.8300,283,Segment blocked
2.8300,283,Collision; clear path
2.8400,284,Segment blocked
2.8400,284,Collision; clear path
2.8500,285,Segment blocked
2.8500,285,Collision; clear path
2.8600,286,Segment blocked
2.8600,286,Collision; clear path
2.8700,287,Segment blocked
2.8700,287,Collision; clear path
2.8800,288,Segment blocked
2.8800,288,Collision; clear path
2.8900,289,Segment blocked
2.8900,289,Collision; clear path
2.9000,290,Segment blocked
2.9000,290,Collision; clear path
2.9100,291,Segment blocked
2.9100,291,Collision; clear path
2.9200,292,Segment blocked
2.9200,292,Collision; clear path
2.9300,293,Segment blocked
2.9300,293,Collision; clear path
2.9400,294,Segment blocked
2.9400,294,Collision; clear path
2.9500,295,Segment blocked
2.9500,295,Collision; clear path
2.9600,296,Segment blocked
2.9600,296,Collision; clear path
2.9700,297,Segment blocked
2.9700,297,Collision; clear path
2.9800,298,Segment blocked
2.9800,298,Collision; clear path
2.9900,299,Segment blocked
2.9900,299,Collision; clear path
3.0000,300,Segment blocked
3.0000,300,Collision; clear path
3.0100,301,Segment blocked
3.0100,301,Collision; clear path
3.0200,302,Segment blocked
3.0200,302,Collision; clear path
3.0300,303,Segment blocked
3.0300,303,Collision; clear path
3.0400,304,Segment blocked
3.0500,305,Segment blocked
3.0600,306,Segment blocked
3.0700,307,Segment blocked
3.0800,308,Segment blocked
3.0900,309,Segment blocked
3.1000,310,Segment blocked
3.1100,311,Segment blocked
3.1200,312,Segment blocked
3.1300,313,Segment blocked
3.1400,314,Segment blocked
3.1500,315,Segment blocked
3.1600,316,Segment blocked
3.1700,317,Segment blocked
3.1800,318,Segment blocked
3.1900,319,Segment blocked
3.2000,320,Segment blocked
3.2100,321,Segment blocked
3.2200,322,Segment blocked
3.2300,323,Segment blocked
3.2400,324,Segment blocked
3.2500,325,Segment blocked
3.2600,326,Segment blocked
3.2700,327,Segment blocked
3.2800,328,Segment blocked
3.2900,329,Segment blocked
3.3000,330,Segment blocked
3.3100,331,Segment blocked
3.3200,332,Segment blocked
3.3300,333,Segment blocked
3.3400,334,Segment blocked
3.3500,335,Segment blocked
3.3600,336,Segment blocked
3.3700,337,Segment blocked
3.3800,338,Segment blocked
3.3900,339,Segment blocked
3.4000,340,Segment blocked
3.4100,341,Segment blocked
3.4200,342,Segment blocked
3.4300,343,Segment blocked
3.4400,344,Segment blocked
3.4500,345,Segment blocked
3.4600,346,Segment blocked
3.4700,347,Segment blocked
3.4800,348,Segment blocked
3.4900,349,Segment blocked
3.5000,350,Segment blocked
3.5100,351,Segment blocked
3.5200,352,Segment blocked
3.5300,353,Segment blocked
3.5400,354,Segment blocked
3.5500,355,Segment blocked
3.5500,355,Collision; clear path
3.5600,356,Segment blocked
3.5600,356,Collision; clear path
3.5700,357,Segment blocked
3.5700,357,Collision; clear path
3.5800,358,Segment blocked
3.5800,358,Collision; clear path
3.5900,359,Segment blocked
3.5900,359,Collision; clear path
3.6000,360,Segment blocked
3.6000,360,Collision; clear path
3.6100,361,Segment blocked
3.6100,361,Collision; clear path
3.6200,362,Segment blocked
3.6200,362,Collision; clear path
3.6300,363,Segment blocked
3.6300,363,Collision; clear path
3.6400,364,Segment blocked
3.6400,364,Collision; clear path
3.6500,365,Segment blocked
3.6500,365,Collision; clear path
3.6600,366,Segment blocked
3.6600,366,Collision; clear path
3.6700,367,Segment blocked
3.6700,367,Collision; clear path
3.6800,368,Segment blocked
3.6800,368,Collision; clear path
3.6900,369,Segment blocked
3.6900,369,Collision; clear path
3.7000,370,Segment blocked
3.7000,370,Collision; clear path
3.7100,371,Segment blocked
3.7100,371,Collision; clear path
3.7200,372,Segment blocked
3.7200,372,Collision; clear path
3.7300,373,Segment blocked
3.7300,373,Collision; clear path
3.7400,374,Segment blocked
3.7400,374,Collision; clear path
3.7500,375,Segment blocked
3.7500,375,Collision; clear path
3.7600,376,Segment blocked
3.7600,376,Collision; clear path
3.7700,377,Segment blocked
3.7700,377,Collision; clear path
3.7800,378,Segment blocked
3.7800,378,Collision; clear path
3.7900,379,Segment blocked
3.7900,379,Collision; clear path
3.8000,380,Segment blocked
3.8000,380,Collision; clear path
3.8100,381,Segment blocked
3.8100,381,Collision; clear path
3.8200,382,Segment blocked
3.8200,382,Collision; clear path
3.8300,383,Segment blocked
3.8300,383,Collision; clear path
3.8400,384,Segment blocked
3.8400,384,Collision; clear path
3.8500,385,Segment blocked
3.8500,385,Collision; clear path
3.8600,386,Segment blocked
3.8600,386,Collision; clear path
3.8700,387,Segment blocked
3.8700,387,Collision; clear path
3.8800,388,Segment blocked
3.8800,388,Collision; clear path
3.8900,389,Segment blocked
3.8900,389,Collision; clear path
3.9000,390,Segment blocked
3.9000,390,Collision; clear path
3.9100,391,Segment blocked
3.9100,391,Collision; clear path
3.9200,392,Segment blocked
3.9200,392,Collision; clear path
3.9300,393,Segment blocked
3.9300,393,Collision; clear path
3.9400,394,Segment blocked
3.9400,394,Collision; clear path
3.9500,395,Segment blocked
3.9500,395,Collision; clear path
3.9600,396,Segment blocked
3.9600,396,Collision; clear path
3.9700,397,Segment blocked
3.9700,397,Collision; clear path
3.9800,398,Segment blocked
3.9800,398,Collision; clear path
3.9900,399,Segment blocked
3.9900,399,Collision; clear path
4.0000,400,Segment blocked
4.0000,400,Collision; clear path
4.0100,401,No path (segment blocked or collision)
4.8000,480,Periodic (80 frames)
5.6000,560,Periodic (80 frames)
5.8500,585,Waypoint in obstacle
5.9000,590,Waypoint in obstacle
6.0300,603,Segment blocked
6.0400,604,Segment blocked
6.0500,605,Segment blocked
6.0600,606,Segment blocked
6.0700,607,Segment blocked
6.0800,608,Segment blocked
6.0900,609,Segment blocked
6.1000,610,Segment blocked
6.1100,611,Segment blocked
6.1200,612,Segment blocked
6.1300,613,Segment blocked
6.1400,614,No path (segment blocked or collision)
6.4000,640,Periodic (80 frames)
6.5700,657,Segment blocked
6.5800,658,Segment blocked
6.5900,659,Segment blocked
6.6000,660,Segment blocked
6.6100,661,Segment blocked
6.6200,662,Segment blocked
6.6300,663,Segment blocked
6.6400,664,Segment blocked
6.6500,665,Segment blocked
6.6600,666,Segment blocked
6.6700,667,Segment blocked
6.6800,668,Segment blocked
6.6900,669,Segment blocked
6.7000,670,Segment blocked
6.7100,671,Segment blocked
6.7200,672,Segment blocked
6.7300,673,Segment blocked
6.7400,674,Segment blocked
6.7500,675,Segment blocked
6.7600,676,Segment blocked
6.7700,677,Segment blocked
6.7800,678,Segment blocked
6.7900,679,Segment blocked
6.8000,680,Segment blocked
6.8100,681,Segment blocked
6.8200,682,Segment blocked
6.8300,683,Segment blocked
6.8400,684,Segment blocked
6.8500,685,Segment blocked
6.8600,686,Segment blocked
6.8700,687,Segment blocked
6.8800,688,Segment blocked
6.8900,689,Segment blocked
6.9000,690,Segment blocked
6.9100,691,Segment blocked
6.9200,692,Segment blocked
6.9300,693,Segment blocked
6.9400,694,Segment blocked
6.9500,695,Segment blocked
6.9600,696,Segment blocked
6.9700,697,Segment blocked
6.9800,698,Segment blocked
6.9900,699,Segment blocked
7.0000,700,Segment blocked
7.0100,701,Segment blocked
7.0200,702,Segment blocked
7.0300,703,Segment blocked
7.0400,704,Segment blocked
7.0500,705,Segment blocked
7.0600,706,Segment blocked
7.0700,707,Segment blocked
7.0800,708,Segment blocked
7.0900,709,Segment blocked
7.1000,710,Segment blocked
7.1100,711,Segment blocked
7.1200,712,Segment blocked
7.1300,713,Segment blocked
7.1400,714,Segment blocked
7.1500,715,Segment blocked
7.1600,716,Segment blocked
7.1700,717,Segment blocked
7.1800,718,Segment blocked
7.1900,719,Segment blocked
7.2000,720,Segment blocked
7.2100,721,Segment blocked
7.2200,722,Segment blocked
7.2300,723,Segment blocked
7.2400,724,Segment blocked
7.2500,725,Segment blocked
7.2600,726,Segment blocked
7.2700,727,Segment blocked
7.2800,728,Segment blocked
7.2900,729,Segment blocked
7.3000,730,Segment blocked
7.3100,731,Segment blocked
7.3200,732,Segment blocked
7.3300,733,Segment blocked
7.3400,734,Segment blocked
7.3500,735,Segment blocked
7.3600,736,Segment blocked
7.3700,737,Segment blocked
7.3800,738,Segment blocked
7.3900,739,Segment blocked
7.4000,740,Segment blocked
7.4100,741,Segment blocked
7.4200,742,Segment blocked
7.4300,743,Segment blocked
7.4400,744,Segment blocked
7.4500,745,Segment blocked
7.4600,746,Segment blocked
7.4700,747,Segment blocked
7.4800,748,Segment blocked
7.4900,749,Segment blocked
7.5000,750,Segment blocked
7.5100,751,Segment blocked
7.5200,752,Segment blocked
7.5300,753,Segment blocked
7.5400,754,Segment blocked
7.5500,755,Segment blocked
7.5600,756,Segment blocked
7.5700,757,Segment blocked
7.5800,758,Segment blocked
7.5900,759,Segment blocked
7.6000,760,Segment blocked
7.6100,761,Segment blocked
7.6200,762,Segment blocked
7.6300,763,Segment blocked
7.6400,764,Segment blocked
7.6500,765,Segment blocked
7.6600,766,Segment blocked
7.6700,767,Segment blocked
7.6800,768,Segment blocked
7.6900,769,Segment blocked
7.7000,770,Segment blocked
7.7100,771,Segment blocked
7.7200,772,Segment blocked
7.7300,773,No path (segment blocked or collision)

# Obstacle log (positions and velocities per timestamp)
time_s,frame,e0_x,e0_y,e0_vx,e0_vy,e1_x,e1_y,e1_vx,e1_vy,e2_x,e2_y,e2_vx,e2_vy,e3_x,e3_y,e3_vx,e3_vy,e4_x,e4_y,e4_vx,e4_vy,e5_x,e5_y,e5_vx,e5_vy,e6_x,e6_y,e6_vx,e6_vy,e7_x,e7_y,e7_vx,e7_vy,e8_x,e8_y,e8_vx,e8_vy,e9_x,e9_y,e9_vx,e9_vy,e10_x,e10_y,e10_vx,e10_vy,e11_x,e11_y,e11_vx,e11_vy,e12_x,e12_y,e12_vx,e12_vy,r0_x,r0_y,r0_w,r0_h,r1_x,r1_y,r1_w,r1_h,r2_x,r2_y,r2_w,r2_h,r3_x,r3_y,r3_w,r3_h,r4_x,r4_y,r4_w,r4_h,r5_x,r5_y,r5_w,r5_h
0.0000,0,-18.0896,-9.9099,-8.9633,9.0119,17.9285,-19.7860,-7.1470,21.4004,18.0780,8.1499,7.8036,14.9852,21.8503,26.1177,-14.9691,11.7748,23.0838,14.9143,8.3818,-8.5727,-22.9851,15.1139,1.4948,11.3902,5.1561,5.0852,15.6131,8.5186,-40.0770,-29.9104,-7.7000,8.9603,14.8546,-9.9238,-14.5359,7.6186,9.8519,5.1504,-14.8147,15.0394,-30.1573,0.1605,-15.7276,16.0538,-20.1551,-19.8551,-15.5066,14.4946,-0.1523,0.1536,-15.2337,15.3592,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
0.1000,10,-17.4943,-9.0924,10.7134,2.2096,17.1980,-17.7062,-22.1861,3.9878,19.9610,8.3401,20.7671,5.7318,20.5040,27.5566,-22.9441,-4.6055,23.8355,14.5795,-2.8819,-8.9309,-22.9332,16.2401,-8.9724,7.8869,6.4788,5.0746,10.6357,-14.1442,-39.9955,-28.9515,5.9556,8.8699,15.4672,-9.1467,11.9429,5.2678,11.6140,6.2719,21.2775,7.2806,-31.8802,-0.0216,-7.1777,-20.8090,-19.5091,-18.6299,23.2481,-3.2881,-1.8421,0.6344,-16.6602,0.4196,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
0.2000,20,-17.9140,-9.7860,-6.9438,-6.8028,14.9686,-18.1197,-22.3230,-10.0961,21.4934,9.4147,-3.4315,23.6398,18.4616,26.9455,-24.0460,4.6949,23.4706,13.4702,-3.9266,-12.2408,-23.8428,16.6749,-10.1115,4.1840,5.3222,5.1241,-19.0972,2.7073,-40.5236,-28.6503,-6.1010,-6.6036,15.0735,-8.4248,-14.2211,2.1487,13.8292,6.9108,19.7564,5.6707,-32.5958,-1.6755,-18.1899,3.1467,-18.9554,-20.0704,-8.6882,-16.5153,-0.9200,0.9929,4.3369,12.2442,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
0.3000,30,-18.0961,-10.7913,-1.4236,-11.0899,14.8283,-16.8037,20.5193,8.4137,21.5803,11.5756,-7.2092,21.5908,18.0745,28.3024,13.4291,15.9310,23.5363,12.3768,13.6916,1.1746,-24.1564,16.1206,3.7513,-7.6396,4.8212,6.8889,-8.0963,16.9612,-40.7876,-29.3344,1.7138,-7.9470,15.4168,-9.6538,-6.8896,-16.6500,15.8461,7.1027,20.5523,13.3361,-33.9746,-2.4707,-9.7984,-13.4836,-19.0899,-21.8199,1.8946,-19.1715,0.1970,1.3435,8.2639,11.6268,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
0.4000,40,-18.5989,-11.4443,-5.6722,-10.9325,16.9245,-15.9199,19.6166,9.3073,21.0802,13.4435,-4.7445,23.9686,19.0873,29.8550,17.8987,14.1670,24.5989,12.9637,9.2804,12.5815,-23.9252,15.4947,-1.9511,-8.2146,3.4715,7.7601,-17.1173,7.6083,-41.1478,-29.8350,-7.9048,-2.3603,14.8182,-11.2425,-4.9895,-14.4247,17.1636,8.6274,0.1309,22.3095,-34.7230,-3.9147,10.7163,-14.0300,-18.0947,-23.1655,22.2717,-7.9231,-0.6127,1.2235,-3.3917,-13.4531,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
0.5000,50,-19.3076,-12.3861,-10.6128,-3.3534,18.7482,-15.1046,16.5895,11.0676,18.8742,12.6996,-18.7582,-13.3890,20.8652,31.3190,16.2962,16.9750,25.9843,13.6588,16.6189,5.6168,-23.5702,14.9319,6.7393,-3.6201,2.6642,9.0452,12.8718,13.3312,-40.9494,-29.5406,6.2285,-0.8572,14.0615,-11.7593,-12.1372,3.0812,16.2431,9.7701,-23.2944,-5.0484,-34.8061,-5.3255,-5.1720,-15.0548,-15.9499,-23.0169,16.0527,14.4980,-1.8833,1.2705,-13.5272,2.7205,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
0.6000,60,-20.3779,-12.2592,-11.2427,0.7408,20.4555,-14.7820,19.4546,-10.7834,17.9273,10.9291,-10.2706,-21.3860,22.0084,33.0051,-8.3389,21.9100,27.3794,14.5534,-1.2033,18.3078,-22.9491,14.6047,5.7458,-2.9675,3.8638,10.2489,8.1236,12.1353,-40.3782,-29.7917,7.3891,2.2816,13.2295,-11.0011,6.0602,12.5700,14.8109,10.2708,-18.9573,-15.5200,-35.2697,-6.8856,-13.4751,-9.7109,-14.9579,-21.3589,-4.1613,21.8069,-1.6403,1.9631,13.0922,0.5005,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
0.7000,70,-21.4056,-12.1159,-10.6035,0.0091,21.0592,-16.8662,6.0862,-22.3469,18.6464,9.5562,24.0187,-4.8322,22.0469,34.6653,15.4118,-17.8020,26.1724,15.1129,-10.8224,-10.4895,-22.8874,14.1043,3.1009,-4.8523,4.0755,11.6507,-1.1023,15.3949,-40.3479,-29.0227,-1.8198,8.6714,12.3186,-10.9469,-4.5742,-10.2706,12.5586,10.1560,-24.4573,-1.4458,-36.3577,-7.5502,-4.5818,-15.9142,-16.0501,-19.7918,-1.8926,24.4268,-0.8985,2.7557,1.2747,11.9302,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
0.8000,80,-22.5618,-12.2435,-12.6721,-1.4899,21.4677,-18.2619,20.3466,13.6480,20.3395,8.7621,0.7183,-20.6023,23.7385,34.5547,17.9316,-4.3511,26.9632,14.0565,9.6951,-9.8836,-22.5250,13.5677,3.2784,-5.1184,4.0883,13.1317,7.9635,14.7732,-40.7776,-28.3827,-1.9943,8.0954,11.8126,-12.1554,-5.7708,-12.5844,10.9784,9.5459,-10.4572,-13.5013,-37.2096,-8.7100,-9.6108,-11.7502,-17.7561,-18.9400,-23.0641,-8.2642,-0.9659,3.7418,-11.3369,4.3835,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
0.9000,90,-23.8840,-12.2495,-12.9608,0.7829,23.1044,-17.4209,15.3568,-13.0907,19.2104,7.7716,-19.3441,4.4854,25.1240,34.5191,10.3368,11.6970,28.4019,13.8986,13.8566,1.8147,-22.2225,13.0535,2.1865,-5.7192,5.2015,13.2155,-0.3249,-18.7729,-41.4569,-27.9894,-9.6974,2.4217,11.7969,-12.9760,9.4699,-7.1944,9.9025,8.1376,-10.4627,-13.8883,-37.9515,-8.0449,1.7015,14.9241,-17.7329,-20.9203,3.6781,-21.4194,-1.9258,3.5752,-6.1569,-9.8475,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
1.0000,100,-25.0105,-12.2314,-9.3296,-6.4699,24.8721,-18.1671,20.3658,-1.9232,17.5769,8.8213,-8.4178,19.3841,26.5293,35.0202,15.5575,-4.2952,29.4832,14.6228,15.2332,7.2393,-22.2100,12.4432,-1.8493,-5.8693,3.9670,13.7577,-9.2468,21.4449,-42.5222,-27.6853,-10.6151,3.8987,12.4782,-13.6600,9.7542,6.2665,8.6481,8.3092,-12.3655,8.3682,-37.8251,-6.6030,1.1149,13.1026,-15.8488,-20.8556,16.8953,-2.4335,-2.8030,3.0141,-11.0494,1.2492,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
1.1000,110,-26.0473,-12.6678,-9.7896,-6.0054,24.9185,-17.1111,-21.8330,3.6128,16.9267,7.2844,-19.8179,-12.2575,26.6740,34.1165,9.4165,-10.4321,28.7228,15.2825,-17.5305,3.9882,-22.4238,11.8039,-2.1152,-5.9398,2.6934,14.8723,-20.0602,-11.5627,-43.4835,-27.6111,-8.5998,-5.7626,12.8324,-13.3768,-10.9399,6.8161,7.7356,9.2294,-9.0446,7.5437,-37.7971,-5.3324,-0.0834,13.5771,-14.3570,-21.4912,7.4447,-13.8949,-3.4100,3.8467,-9.9258,5.5522,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
1.2000,120,-26.7739,-13.2944,-7.4144,-7.0953,24.7002,-15.2453,-6.9596,21.7846,15.5969,8.8464,-2.2730,21.3955,27.8310,34.3628,-5.9357,14.6715,28.5181,16.5118,9.4431,17.3234,-22.7647,11.3007,-7.9286,3.3873,1.8097,13.1208,1.0676,-21.7444,-44.5289,-27.9819,-9.8495,-10.8641,11.7567,-13.6936,-0.0857,-17.2181,7.4116,10.1772,-9.9288,8.2517,-37.7846,-4.2273,0.3485,9.9053,-15.1765,-22.6546,-9.5646,-10.3545,-4.3645,4.4557,-9.9977,6.5011,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
1.3000,130,-27.1618,-12.2887,-3.6338,10.0785,24.4609,-16.1271,18.3089,-16.2799,13.6375,8.8713,-23.4092,-7.2292,27.1195,35.7349,-14.4048,6.9786,29.8943,15.9841,5.4599,-15.2241,-23.4297,11.7183,-9.4788,2.7281,3.0120,12.6622,6.0618,23.7383,-45.5403,-27.8749,-3.2457,10.6324,11.9511,-15.0405,0.7837,-14.3311,6.5371,10.9511,-7.8236,7.0907,-37.3587,-3.8736,5.2342,-8.0908,-15.4036,-23.4492,11.4718,8.0593,-5.4534,5.2397,-6.8848,11.0497,-53.8023,-30.6534,12.0000,3.0000,16.5034,-52.0349,6.0000,3.0000,-56.4904,12.7488,10.0000,4.0000,-10.3422,37.1233,3.0000,2.0000,-0.0933,-11.8561,12.0000,3.0000,-20.3741,-33.5050,12.0000,6.0000
